level,title,anchor,char_offset
3,assistant — 08:46:48 CEST,#assistant-084648-cest,159651
1,**УРОВЕНЬ 1: Лёгкий**,#уровень-1-легкии,160085
3,user — 08:55:53 CEST,#user-085553-cest,160759
3,assistant — 08:55:54 CEST,#assistant-085554-cest,161273
3,user — 10:30:31 CEST,#user-103031-cest,162028
3,assistant — 10:30:33 CEST,#assistant-103033-cest,162727
3,user — 10:43:15 CEST,#user-104315-cest,164021
3,assistant — 10:43:19 CEST,#assistant-104319-cest,164195
3,user — 10:44:12 CEST,#user-104412-cest,164879
3,assistant — 10:44:13 CEST,#assistant-104413-cest,164912
3,user — 10:50:28 CEST,#user-105028-cest,165508
3,assistant — 10:50:30 CEST,#assistant-105030-cest,165725
3,user — 10:55:18 CEST,#user-105518-cest,166463
3,assistant — 10:55:19 CEST,#assistant-105519-cest,166511
2,2025-04-28,#2025-04-28,166938
3,user — 06:17:34 CEST,#user-061734-cest,166952
3,assistant — 06:17:36 CEST,#assistant-061736-cest,167056
3,assistant — 06:17:36 CEST,#assistant-061736-cest,167371
2,⚔️ Послание на земле перед битвой,#послание-на-земле-перед-битвои,167502
3,user — 06:19:11 CEST,#user-061911-cest,168110
3,assistant — 06:19:12 CEST,#assistant-061912-cest,168161
3,assistant — 06:19:12 CEST,#assistant-061912-cest,168333
2,⚔️ Послание на земле перед битвой,#послание-на-земле-перед-битвои,168423
3,user — 06:20:46 CEST,#user-062046-cest,169031
3,assistant — 06:20:47 CEST,#assistant-062047-cest,169107
3,assistant — 06:20:48 CEST,#assistant-062048-cest,169364
2,⚔️ Послание на земле перед битвой,#послание-на-земле-перед-битвои,169495
3,user — 06:21:49 CEST,#user-062149-cest,170103
3,assistant — 06:21:51 CEST,#assistant-062151-cest,170180
3,user — 11:25:12 CEST,#user-112512-cest,170451
3,assistant — 11:25:16 CEST,#assistant-112516-cest,171443
3,user — 11:29:34 CEST,#user-112934-cest,173437
3,assistant — 11:29:35 CEST,#assistant-112935-cest,173522
3,user — 12:45:18 CEST,#user-124518-cest,176005
3,assistant — 12:45:18 CEST,#assistant-124518-cest,176118
3,user — 12:47:32 CEST,#user-124732-cest,178013
3,assistant — 12:47:33 CEST,#assistant-124733-cest,178041
3,user — 12:55:47 CEST,#user-125547-cest,179591
3,assistant — 12:55:49 CEST,#assistant-125549-cest,179882
3,user — 12:59:31 CEST,#user-125931-cest,182222
3,assistant — 12:59:32 CEST,#assistant-125932-cest,182251
3,user — 15:13:21 CEST,#user-151321-cest,184346
3,assistant — 15:13:22 CEST,#assistant-151322-cest,184397
3,1. **Шаманизм**,#1-шаманизм,184665
3,"2. **Боевые искусства (Япония, Китай)**",#2-боевые-искусства-япония-китаи,185215
3,3. **Йога и тантра (Индия)**,#3-иога-и-тантра-индия,185740
3,4. **Современные исследования**,#4-современные-исследования,186275
3,user — 15:38:48 CEST,#user-153848-cest,187354
3,assistant — 15:38:48 CEST,#assistant-153848-cest,187835
2,"Как развивать навык ""энергетической активации"" через мурашки:",#как-развивать-навык-энергетическои-активации-через-мурашки,188055
3,Упражнение 1: **Пульсация волной**,#упражнение-1-пульсация-волнои,188121
3,Упражнение 2: **Направление по сторонам**,#упражнение-2-направление-по-сторонам,188642
3,"Упражнение 3: **Сильная ""вспышка"" мурашек**",#упражнение-3-сильная-вспышка-мурашек,189051
3,user — 16:12:49 CEST,#user-161249-cest,190427
3,assistant — 16:12:50 CEST,#assistant-161250-cest,190541
2,Почему у тебя появился **Единый Осознанный Город во Сне**,#почему-у-тебя-появился-единыи-осознанныи-город-во-сне,191011
3,"1. **Формирование ""Психической Деревни""**",#1-формирование-психическои-деревни,191073
3,2. **Архетип Хранителя Реальности**,#2-архетип-хранителя-реальности,191838
3,3. **Зачем тебе это пространство**,#3-зачем-тебе-это-пространство,192301
3,Представь:,#представь,192825
3,user — 16:21:55 CEST,#user-162155-cest,193416
3,assistant — 16:21:57 CEST,#assistant-162157-cest,193878
2,Твоя картина через язык внутренней навигации сознания,#твоя-картина-через-язык-внутреннеи-навигации-сознания,194207
3,1. **Поток сознания** (первичная фаза),#1-поток-сознания-первичная-фаза,194265
3,2. **Лодка** — твоя индивидуальность,#2-лодка-твоя-индивидуальность,194611
3,3. **Весло** — минимальное управление вниманием,#3-весло-минимальное-управление-вниманием,194944
3,4. **Штурвал** — полное осознание и управление,#4-штурвал-полное-осознание-и-управление,195209
3,5. **Проблема сносной волны**,#5-проблема-сноснои-волны,195661
2,Что это значит на практике?,#что-это-значит-на-практике,196057
3,user — 16:27:48 CEST,#user-162748-cest,196774
3,assistant — 16:27:49 CEST,#assistant-162749-cest,196815
1,Как натренировать «штурвал» в осознанных снах,#как-натренировать-штурвал-в-осознанных-снах,197027
2,"1. Укрепляем ""Точку Осознания"" во сне",#1-укрепляем-точку-осознания-во-сне,197134
2,2. Управляем Вниманием — мягко и осознанно,#2-управляем-вниманием-мягко-и-осознанно,197732
2,3. Стабилизируем пространство сна,#3-стабилизируем-пространство-сна,198236
2,4. Расширяем свой Город Сновидений,#4-расширяем-свои-город-сновидении,198660
1,Маленький секрет напоследок,#маленькии-секрет-напоследок,199138
3,user — 18:11:59 CEST,#user-181159-cest,199783
3,assistant — 18:12:00 CEST,#assistant-181200-cest,200647
1,"Персональный план ""Штурвал Снов""",#персональныи-план-штурвал-снов,201239
2,День 1: Зажигаем Искру Осознания,#день-1-зажигаем-искру-осознания,201303
2,"День 2: Натягиваем ""Парус Внимания""",#день-2-натягиваем-парус-внимания,201540
2,"День 3: Входим в ""Поток Лодки""",#день-3-входим-в-поток-лодки,201809
2,День 4: Стабилизация Реальности,#день-4-стабилизация-реальности,202060
2,День 5: Расширение Города Сновидений,#день-5-расширение-города-сновидении,202287
2,День 6: Ловим Штурвал,#день-6-ловим-штурвал,202490
2,День 7: Праздник Сознания,#день-7-праздник-сознания,202745
